170,5.9417963
172.93,5.8912244
175.86,5.8419228
178.79,5.7938385
181.72,5.7469211
184.65,5.7011256
187.58,5.6564083
190.51,5.6127276
193.44,5.570044
196.37,5.5283175
199.3,5.4875154
202.23,5.4476047
205.16,5.4085526
208.09,5.3703284
211.02,5.332902
213.95,5.2962475
216.88,5.2603388
219.81,5.2251511
222.74,5.19066
225.67,5.1568437
228.6,5.1236792
231.53,5.0911469
234.46,5.0592265
237.39,5.0278983
240.32,4.9971447
243.25,4.9669485
246.18,4.937294
249.11,4.908165
252.04,4.8795462
254.97,4.8514199
257.9,4.8237743
260.83,4.7965975
263.76,4.7698746
266.69,4.7435942
269.62,4.7177434
272.55,4.6923094
275.48,4.6672821
278.41,4.6426516
281.34,4.6184068
284.27,4.5945382
287.2,4.5710359
290.13,4.5478907
293.06,4.5250936
295.99,4.5026355
298.92,4.4805088
301.85,4.4587054
304.78,4.4372172
307.71,4.4160366
310.64,4.3951569
313.57,4.3745704
316.5,4.3542705
319.43,4.3342509
322.36,4.3145037
325.29,4.2950239
328.22,4.2758055
331.15,4.2568431
334.08,4.2381315
337.01,4.2196641
339.94,4.201437
342.87,4.1834445
345.8,4.165679
348.73,4.148138
351.66,4.1308169
354.59,4.1137118
357.52,4.0968175
360.45,4.0801306
363.38,4.0636454
366.31,4.047358
369.24,4.0312638
372.17,4.0153604
375.1,3.999644
378.03,3.9841106
380.96,3.9687572
383.89,3.9535799
386.82,3.9385755
389.75,3.9237406
392.68,3.9090722
395.61,3.894567
398.54,3.8802221
401.47,3.8660345
404.4,3.8520014
407.33,3.83812
410.26,3.8243878
413.19,3.8108017
416.12,3.7973592
419.05,3.7840583
421.98,3.770896
424.91,3.75787
427.84,3.7449782
430.77,3.732218
433.7,3.7195876
436.63,3.7070844
439.56,3.6947067
442.49,3.6824522
445.42,3.6703186
448.35,3.6583045
451.28,3.6464076
454.21,3.6346264
457.14,3.6229584
460.07,3.6114025
463,3.5999558
465.93,3.5886161
468.86,3.5773833
471.79,3.5662556
474.72,3.5552309
477.65,3.5443082
480.58,3.5334857
483.51,3.5227618
486.44,3.5121353
489.37,3.5016046
492.3,3.4911683
495.23,3.4808247
498.16,3.4705703
501.09,3.4604065
504.02,3.4503319
506.95,3.440345
509.88,3.4304447
512.81,3.4206295
515.74,3.4108982
518.67,3.4012499
521.6,3.3916831
524.53,3.3821962
527.46,3.372787
530.39,3.3634562
533.32,3.3542025
536.25,3.3450251
539.18,3.3359225
542.11,3.326894
545.04,3.3179383
547.97,3.3090551
550.9,3.3002424
553.83,3.2915001
556.76,3.2828269
559.69,3.2742221
562.62,3.2656844
565.55,3.2572134
568.48,3.2488079
571.41,3.2404671
574.34,3.2321901
577.27,3.2239764
580.2,3.2158248
583.13,3.2077351
586.06,3.1997054
588.99,3.1917357
591.92,3.1838253
594.85,3.1759734
597.78,3.1681793
600.71,3.1604424
603.64,3.1527619
606.57,3.1451373
609.5,3.1375675
612.43,3.1300523
615.36,3.1225908
618.29,3.1151826
621.22,3.1078267
624.15,3.1005228
627.08,3.0932701
630.01,3.0860682
632.94,3.0789163
635.87,3.0718138
638.8,3.0647604
641.73,3.0577552
644.66,3.0507975
647.59,3.0438869
650.52,3.0370233
653.45,3.030206
656.38,3.0234339
659.31,3.0167074
662.24,3.0100255
665.17,3.0033879
668.1,2.996794
671.03,2.9902432
673.96,2.9837353
676.89,2.9772699
679.82,2.9708459
682.75,2.9644637
685.68,2.9581225
688.61,2.9518218
691.54,2.9455612
694.47,2.9393404
697.4,2.9331586
700.33,2.927016
703.26,2.920912
706.19,2.9148457
709.12,2.9088175
712.05,2.9028265
714.98,2.8968723
717.91,2.890955
720.84,2.8850734
723.77,2.8792274
726.7,2.8734159
729.63,2.8676395
732.56,2.8618979
735.49,2.8561907
738.42,2.8505175
741.35,2.844878
744.28,2.839272
747.21,2.8336992
750.14,2.8281591
753.07,2.8226516
756,2.8171761
758.93,2.8117325
761.86,2.8063204
764.79,2.8009398
767.72,2.7955899
770.65,2.7902706
773.58,2.784982
776.51,2.779721
779.44,2.7744901
782.37,2.7692888
785.3,2.7641168
788.23,2.7589738
791.16,2.7538598
794.09,2.7487741
797.02,2.7437165
799.95,2.738687
802.88,2.7336853
805.81,2.7287109
808.74,2.7237637
811.67,2.7188435
814.6,2.7139497
817.53,2.7090812
820.46,2.7042384
823.39,2.6994216
826.32,2.6946306
829.25,2.6898651
832.18,2.6851249
835.11,2.6804094
838.04,2.6757193
840.97,2.6710534
843.9,2.6664121
846.83,2.6617949
849.76,2.6572018
852.69,2.6526322
855.62,2.6480865
858.55,2.643564
861.48,2.6390646
864.41,2.634588
867.34,2.6301343
870.27,2.6257033
873.2,2.6212943
876.13,2.6169078
879.06,2.6125431
881.99,2.6081991
884.92,2.6038768
887.85,2.599576
890.78,2.5952964
893.71,2.591038
896.64,2.5868006
899.57,2.5825837
902.5,2.5783875
905.43,2.5742116
908.36,2.5700562
911.29,2.5659206
914.22,2.561805
917.15,2.5577095
920.08,2.5536332
923.01,2.5495765
925.94,2.5455389
928.87,2.5415208
931.8,2.5375214
934.73,2.533541
937.66,2.5295792
940.59,2.5256357
943.52,2.5217109
946.45,2.5178044
949.38,2.5139158
952.31,2.5100453
955.24,2.5061924
958.17,2.5023575
961.1,2.4985399
964.03,2.4947398
966.96,2.490957
969.89,2.4871914
972.82,2.4834428
975.75,2.4797111
978.68,2.4759963
981.61,2.4722979
984.54,2.4686162
987.47,2.4649508
990.4,2.4613018
993.33,2.4576688
996.26,2.454052
999.19,2.4504509
1002.12,2.4468658
1005.05,2.4432962
1007.98,2.4397423
1010.91,2.436204
1013.84,2.4326808
1016.77,2.429173
1019.7,2.4256802
1022.63,2.4222023
1025.56,2.4187396
1028.49,2.4152915
1031.42,2.4118583
1034.35,2.4084396
1037.28,2.4050353
1040.21,2.4016454
1043.14,2.3982699
1046.07,2.3949087
1049,2.3915613
1051.93,2.3882282
1054.86,2.3849087
1057.79,2.3816032
1060.72,2.3783114
1063.65,2.3750331
1066.58,2.3717685
1069.51,2.3685172
1072.44,2.3652792
1075.37,2.3620543
1078.3,2.3588428
1081.23,2.3556445
1084.16,2.352459
1087.09,2.3492863
1090.02,2.3461266
1092.95,2.3429794
1095.88,2.3398449
1098.81,2.3367231
1101.74,2.3336136
1104.67,2.3305166
1107.6,2.3274319
1110.53,2.3243594
1113.46,2.3212991
1116.39,2.3182507
1119.32,2.3152144
1122.25,2.3121901
1125.18,2.3091776
1128.11,2.3061767
1131.04,2.3031876
1133.97,2.30021
1136.9,2.2972441
1139.83,2.2942896
1142.76,2.2913465
1145.69,2.2884147
1148.62,2.2854941
1151.55,2.2825849
1154.48,2.2796865
1157.41,2.2767992
1160.34,2.2739229
1163.27,2.2710576
1166.2,2.268203
1169.13,2.2653592
1172.06,2.262526
1174.99,2.2597034
1177.92,2.2568905
1180.85,2.2540882
1183.78,2.2512965
1186.71,2.2485149
1189.64,2.2457438
1192.57,2.2429829
1195.5,2.240232
1198.43,2.2374914
1201.36,2.2347608
1204.29,2.2320402
1207.22,2.2293296
1210.15,2.2266285
1213.08,2.2239375
1216.01,2.2212563
1218.94,2.2185848
1221.87,2.2159228
1224.8,2.2132704
1227.73,2.2106278
1230.66,2.2079945
1233.59,2.2053704
1236.52,2.2027559
1239.45,2.2001507
1242.38,2.1975546
1245.31,2.194968
1248.24,2.1923902
1251.17,2.1898217
1254.1,2.1872621
1257.03,2.1847117
1259.96,2.1821699
1262.89,2.1796372
1265.82,2.1771135
1268.75,2.1745982
1271.68,2.172092
1274.61,2.1695943
1277.54,2.1671052
1280.47,2.1646249
1283.4,2.162153
1286.33,2.1596889
1289.26,2.1572328
1292.19,2.1547849
1295.12,2.1523454
1298.05,2.1499145
1300.98,2.1474915
1303.91,2.1450768
1306.84,2.1426704
1309.77,2.1402719
1312.7,2.1378815
1315.63,2.1354992
1318.56,2.1331248
1321.49,2.1307585
1324.42,2.1284001
1327.35,2.1260495
1330.28,2.1237066
1333.21,2.1213715
1336.14,2.1190441
1339.07,2.1167245
1342,2.1144125
1344.93,2.1121082
1347.86,2.1098113
1350.79,2.107522
1353.72,2.1052403
1356.65,2.1029658
1359.58,2.1006989
1362.51,2.0984395
1365.44,2.0961871
1368.37,2.0939422
1371.3,2.0917044
1374.23,2.089474
1377.16,2.0872498
1380.09,2.0850317
1383.02,2.0828211
1385.95,2.0806177
1388.88,2.0784211
1391.81,2.0762315
1394.74,2.074049
1397.67,2.0718734
1400.6,2.0697048
1403.53,2.067543
1406.46,2.0653882
1409.39,2.0632401
1412.32,2.0610988
1415.25,2.0589643
1418.18,2.0568361
1421.11,2.0547149
1424.04,2.0526004
1426.97,2.0504923
1429.9,2.0483906
1432.83,2.0462956
1435.76,2.0442073
1438.69,2.042125
1441.62,2.0400496
1444.55,2.0379798
1447.48,2.0359154
1450.41,2.0338571
1453.34,2.0318053
1456.27,2.0297594
1459.2,2.02772
1462.13,2.0256867
1465.06,2.0236597
1467.99,2.0216386
1470.92,2.0196238
1473.85,2.0176148
1476.78,2.0156121
1479.71,2.0136154
1482.64,2.0116246
1485.57,2.0096397
1488.5,2.0076609
1491.43,2.0056877
1494.36,2.0037205
1497.29,2.0017591
1500.22,1.9998034
1503.15,1.9978536
1506.08,1.9959096
1509.01,1.9939711
1511.94,1.9920384
1514.87,1.9901114
1517.8,1.9881898
1520.73,1.9862739
1523.66,1.9843636
1526.59,1.9824588
1529.52,1.9805596
1532.45,1.9786657
1535.38,1.9767765
1538.31,1.9748924
1541.24,1.9730136
1544.17,1.9711404
1547.1,1.9692725
1550.03,1.9674098
1552.96,1.9655524
1555.89,1.9637004
1558.82,1.9618537
1561.75,1.9600122
1564.68,1.9581758
1567.61,1.9563446
1570.54,1.9545187
1573.47,1.9526978
1576.4,1.950882
1579.33,1.9490713
1582.26,1.9472656
1585.19,1.945465
1588.12,1.9436694
1591.05,1.9418788
1593.98,1.9400932
1596.91,1.9383124
1599.84,1.9365367
1602.77,1.9347657
1605.7,1.9329997
1608.63,1.9312385
1611.56,1.9294821
1614.49,1.9277306
1617.42,1.9259838
1620.35,1.9242418
1623.28,1.9225045
1626.21,1.920772
1629.14,1.919044
1632.07,1.9173208
1635,1.9156022
1637.93,1.9138883
1640.86,1.912179
1643.79,1.9104742
1646.72,1.908774
1649.65,1.9070784
1652.58,1.9053873
1655.51,1.9037006
1658.44,1.9020185
1661.37,1.9003408
1664.3,1.8986676
1667.23,1.8969989
1670.16,1.895334
1673.09,1.8936733
1676.02,1.8920169
1678.95,1.8903649
1681.88,1.8887172
1684.81,1.8870739
1687.74,1.8854347
1690.67,1.8837999
1693.6,1.8821694
1696.53,1.880543
1699.46,1.878921
1702.39,1.8773031
1705.32,1.8756894
1708.25,1.8740798
1711.18,1.8724744
1714.11,1.8708731
1717.04,1.8692759
1719.97,1.8676829
1722.9,1.8660939
1725.83,1.864509
1728.76,1.862928
1731.69,1.8613511
1734.62,1.8597783
1737.55,1.8582094
1740.48,1.8566445
1743.41,1.8550836
1746.34,1.8535266
1749.27,1.8519734
1752.2,1.8504242
1755.13,1.8488789
1758.06,1.8473375
1760.99,1.8457999
1763.92,1.8442662
1766.85,1.8427362
1769.78,1.8412101
